Marca;;#;;Codigo;;Reff;;Descripcion;;Inv;;Foto
SIDERURGICO;;239;;1122014;;null;;TUBO REDONDO H.N VENTILACION 3/4X2.20MMX6MTS;;1;;
SIDERURGICO;;240;;1122001;;null;;TUBO REDONDO H.N. VENTILACION 1"X2.00MMX6MTS;;121;;
SIDERURGICO;;241;;1122011;;10709143;;TUBO REDONDO H.N. VENTILACION 1-1/2"X2.00MMX6MTS;;119;;
SIDERURGICO;;242;;1122019;;null;;TUBO REDONDO H.N. VENTILACION 1-1/2"X2.20MMX6MTS;;30;;
SIDERURGICO;;243;;1122018;;null;;TUBO REDONDO H.N. VENTILACION 1-1/2"X2.50MMX6MTS;;16;;
SIDERURGICO;;244;;1122023;;null;;TUBO REDONDO H.N. VENTILACION 1-1/4"X1.80MMX6MTS;;88;;
SIDERURGICO;;245;;1122013;;10709141;;TUBO REDONDO H.N. VENTILACION 1-1/4"X2.00MMX6MTS;;31;;
SIDERURGICO;;246;;1122024;;null;;TUBO REDONDO H.N. VENTILACION 2"X1.80MMX6MTS;;45;;
SIDERURGICO;;247;;1122021;;null;;TUBO REDONDO H.N. VENTILACION 2"X2.00MMX6MTS;;9;;
SIDERURGICO;;248;;1122012;;null;;TUBO REDONDO H.N. VENTILACION 2"X2.50MMX6MTS;;39;;
SIDERURGICO;;249;;1122020;;null;;TUBO REDONDO H.N. VENTILACION 2-1/2"X2.60MMX6MTS;;37;;
SIDERURGICO;;250;;1122009;;null;;TUBO REDONDO H.N. VENTILACION 3/4X0.90MMX6MTS;;1;;
SIDERURGICO;;251;;1122022;;10707013;;TUBO REDONDO H.P. 1-1/4"X0.90MMX6MTS;;68;;
SIDERURGICO;;252;;1102003;;null;;VIGA IPN 100MMX6MTS;;46;;
SIDERURGICO;;253;;1102004;;null;;VIGA IPN 120MMX6MTS;;20;;
SIDERURGICO;;254;;1102001;;null;;VIGA IPN 140MMX6MTS;;9;;
SIDERURGICO;;255;;1102007;;null;;VIGA UPL 120MMX6MTS;;7;;
SIDERURGICO;;256;;1102008;;null;;VIGA UPL 140MMX6MTS;;10;;
SIDERURGICO;;257;;1102005;;null;;VIGA UPL 80MMX6MTS;;15;;
TUBRICA;;1;;2030052;;1010001215;;MANGUERA D/RIEGO 50MMX90PSI (2") X 100MTS NEGRO TUBRICA;;2;;
TUBRICA;;2;;2007046;;1010001142;;PUNTA LAPIZ PVC POZO 141MM X 1MT HR NEGRO TUBRICA;;2;;
TUBRICA;;3;;2007043;;1010000593;;PUNTA LAPIZ PVC POZO 160MM X 1MT HR NEGRO TUBRICA;;2;;
TUBRICA;;4;;2007049;;1010000594;;PUNTA LAPIZ PVC POZO 200MM X 1MT HR NEGRO TUBRICA;;1;;
TUBRICA;;5;;2007008;;1010000037;;TUBO CPVC A.C 1/2"X3MTS TUBRICA;;173;;
TUBRICA;;6;;2007014;;1010000038;;TUBO CPVC A.C 3/4"X3MTS TUBRICA;;29;;
TUBRICA;;7;;1002029;;1010000167;;TUBO P/ELEC PVC CONDUIT 1"X1.52MMX3MTS EXC TUBRICA;;348;;
TUBRICA;;8;;1002035;;1010000975;;TUBO P/ELEC PVC CONDUIT 1"X3MTS EXC NEGRO TUBRICA;;151;;
TUBRICA;;9;;1002023;;1010000969;;TUBO P/ELEC PVC CONDUIT 1/2"X3MTS EXC NEGRO TUBRICA;;3098;;
TUBRICA;;10;;1002033;;1010000165;;TUBO P/ELEC PVC CONDUIT 1/2"X3MTS EXC TUBRICA;;2885;;
TUBRICA;;11;;1002031;;1010000168;;TUBO P/ELEC PVC CONDUIT 1-1/2"X3MTS EXC TUBRICA;;280;;
TUBRICA;;12;;1002043;;null;;TUBO P/ELEC PVC CONDUIT 1-1/2"X3MTS NEGRO EXC TUBRICA;;3;;
TUBRICA;;13;;1002039;;1002039;;TUBO P/ELEC PVC CONDUIT 2" X 3MTS EXC NEGRO TUBRICA;;5;;
TUBRICA;;14;;1002032;;1010000169;;TUBO P/ELEC PVC CONDUIT 2" X 3MTS EXC TUBRICA;;97;;
TUBRICA;;15;;1002034;;1010000170;;TUBO P/ELEC PVC CONDUIT 3" X 3MTS EXC TUBRICA;;86;;
TUBRICA;;16;;1002030;;1010000166;;TUBO P/ELEC PVC CONDUIT 3/4"X1.52MX3MTS EXC TUBRICA;;2267;;
TUBRICA;;17;;1002024;;1010000972;;TUBO P/ELEC PVC CONDUIT 3/4"X3MTS EXC NEGRO TUBRICA;;2301;;
TUBRICA;;18;;1002044;;1010001066;;TUBO P/ELEC PVC CONDUIT ECO BLANCO 1/2"X3MTS EXC TUBRICA;;1477;;
TUBRICA;;19;;1002045;;1010001065;;TUBO P/ELEC PVC CONDUIT ECO BLANCO 3/4"X3MTS EXC TUBRICA;;1487;;
TUBRICA;;20;;2007029;;1010001808;;TUBO PPR 20MM"X3MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;82;;
TUBRICA;;21;;2007030;;1010001810;;TUBO PPR 20MM"X6MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;33;;
TUBRICA;;22;;2007035;;1010001805;;TUBO PPR 20MMX3MTS SDR9 S4 PN16 EXE TUBRICA;;74;;
TUBRICA;;23;;2007037;;1010001807;;TUBO PPR 20MMX6MTS SDR9 S4 PN16 EXE TUBRICA;;30;;
TUBRICA;;24;;2007031;;1010001814;;TUBO PPR 25MM"X3MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;18;;
TUBRICA;;25;;2007036;;1010001811;;TUBO PPR 25MMX3MTS SDR9 S4 PN16 EXE TUBRICA;;36;;
TUBRICA;;26;;2007032;;1010001816;;TUBO PPR 25MMX6MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;60;;
TUBRICA;;27;;2007038;;1010001813;;TUBO PPR 25MMX6MTS SDR9 S4 PN16 EXE TUBRICA;;4;;
TUBRICA;;28;;2007033;;1010001820;;TUBO PPR 32MMX3MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;35;;
TUBRICA;;29;;2007040;;1010001817;;TUBO PPR 32MMX3MTS SDR9 S4 PN16 EXE TUBRICA;;1;;
TUBRICA;;30;;2007034;;1010001822;;TUBO PPR 32MMX6MTS SDR6 S2.5 PN25.7 EXE TUBRICA;;10;;
TUBRICA;;31;;2007026;;1010000930;;TUBO PVC A.B 1"X6MTS AZUL MRXMR TUBRICA;;34;;
TUBRICA;;32;;2007021;;1010001136;;TUBO PVC A.B 1/2"X6MTS AZUL MRXMR TUBRICA;;201;;
TUBRICA;;33;;2007025;;1010001118;;TUBO PVC A.B 2"X6MTS AZUL MRXMR TUBRICA;;16;;
TUBRICA;;34;;2007020;;1010001163;;TUBO PVC A.B 3/4"X6MTS AZUL MRXMR TUBRICA;;72;;
TUBRICA;;35;;2007050;;1010000009;;TUBO PVC A.F 1"X6MTS RDE13.5 TUBRICA;;128;;
TUBRICA;;36;;2007027;;1010001036;;TUBO PVC A.F 1/2"X1MTS RDE9 EXE TUBRICA;;285;;
TUBRICA;;37;;2007022;;1010000007;;TUBO PVC A.F 1/2"X6MTS RDE9 TUBRICA;;1203;;
TUBRICA;;38;;2007013;;1010000004;;TUBO PVC A.F 2"X3MTS RDE17 EXE TUBRICA;;1;;
TUBRICA;;39;;2007019;;1010000011;;TUBO PVC A.F 2"X6MTS RDE17 TUBRICA;;21;;
TUBRICA;;40;;2007051;;1010000013;;TUBO PVC A.F 3"X6MTS RDE21 TUBRICA;;29;;
TUBRICA;;41;;2007028;;1010001037;;TUBO PVC A.F 3/4"X1MTS RDE11 EXE TUBRICA;;295;;
TUBRICA;;42;;2007023;;1010000008;;TUBO PVC A.F 3/4"X6MTS RDE11 EXE TUBRICA;;435;;
TUBRICA;;43;;2007052;;1010000014;;TUBO PVC A.F 4"X6MTS RDE21 TUBRICA;;7;;
TUBRICA;;44;;2002027;;1010000261;;TUBO PVC A.N 110MM (4") X 2.20MMX3MTS NORMA TUBRICA;;195;;
TUBRICA;;45;;2002031;;1010000262;;TUBO PVC A.N 160MM (6") 3MTS NORMA EXC TUBRICA;;75;;
TUBRICA;;46;;2002033;;1010000264;;TUBO PVC A.N 250MM (10") X 4.9MMX3MTS TUBRICA;;4;;
TUBRICA;;47;;2002032;;1010000259;;TUBO PVC A.N 50MM (2") 3MTS NORMA EXC TUBRICA;;463;;
TUBRICA;;48;;2002024;;1010000260;;TUBO PVC A.N 75MM (3") X 1.80MMX3MTS NORMA EXC TUBRICA;;215;;
TUBRICA;;49;;2002028;;1010001198;;TUBO PVC A.N. ECOTUBO EXC 110MM (4") TUBRICA;;941;;
TUBRICA;;50;;2002037;;1010001236;;TUBO PVC A.N. ECOTUBO EXC 160MM (6") TUBRICA;;111;;
TUBRICA;;51;;2002029;;1010001196;;TUBO PVC A.N. ECOTUBO EXC 50MM (2") TUBRICA;;1261;;
TUBRICA;;52;;2002030;;1010001197;;TUBO PVC A.N. ECOTUBO EXC 75MM (3") TUBRICA;;347;;
TUBRICA;;53;;2007044;;1010001140;;TUBO PVC POZO CIEGO 141MM X 3MTS MRXHR NEGRO TUBRICA;;33;;
TUBRICA;;54;;2007041;;1010000095;;TUBO PVC POZO CIEGO 160MM X 6MTS MRXHR NEGRO TUBRICA;;30;;
TUBRICA;;55;;2007047;;1010000096;;TUBO PVC POZO CIEGO 200MM X 6MTS MRXHR NEGRO TUBRICA;;11;;
TUBRICA;;56;;2007045;;1010001141;;TUBO PVC POZO RANURADO 141MM X 3MTS MRXHR NEGRO TUBRICA;;16;;
TUBRICA;;57;;2007042;;1010000107;;TUBO PVC POZO RANURADO 160MM X 6MTS MRXHR NEGRO TUBRICA;;16;;
TUBRICA;;58;;2007048;;1010000108;;TUBO PVC POZO RANURADO 200MM X 6MTS MRXHR NEGRO TUBRICA;;6;;
RESINCA;;1;;9069516;;01200148;;BATEA PLASTICA LAVAFACIL 57 RESINCA;;8;;
RESINCA;;2;;9018178;;00300005;;BEBEDERO RECTANGULAR 1000LTS NEGRO RESINCA;;1;;
RESINCA;;3;;9018179;;00300007;;BEBEDERO RECTANGULAR 1500LTS NEGRO RESINCA;;4;;
RESINCA;;4;;9017231;;00500001;;CISTERNA AZUL 1200LTS (00500001) RESINCA;;3;;
RESINCA;;5;;9017232;;00500002;;CISTERNA AZUL 2000LTS (00500002) RESINCA;;1;;
RESINCA;;6;;9018180;;00300001;;COMEDERO RECTANGULAR 2.4 NEGRO RESINCA;;1;;
RESINCA;;7;;9018212;;01001004;;TANQUE CILINDRICO DISPENSER 35GAL AZUL RESINCA;;4;;
RESINCA;;8;;9018183;;01001001;;TANQUE CILINDRICO LISO 1000LT AZUL RESINCA;;9;;
RESINCA;;9;;9018184;;01001020;;TANQUE CILINDRICO LISO 1200LT AZUL RESINCA;;7;;
RESINCA;;10;;9018187;;01001035;;TANQUE CILINDRICO LISO 250LT AZUL RESINCA;;8;;
RESINCA;;11;;9018207;;01200247-440;;TANQUE CILINDRICO LISO 440LT AZUL RESINCA;;9;;
RESINCA;;12;;9018181;;01001010;;TANQUE CILINDRICO LISO 460LT AZUL RESINCA;;10;;
RESINCA;;13;;9018182;;01001013;;TANQUE CILINDRICO LISO 540LT AZUL RESINCA;;9;;
RESINCA;;14;;9018208;;01200247-560;;TANQUE CILINDRICO LISO 560LT AZUL RESINCA;;10;;
RESINCA;;15;;9018209;;01200247-770;;TANQUE CILINDRICO LISO 770LT AZUL RESINCA;;10;;
RESINCA;;16;;9018210;;01200247-870;;TANQUE CILINDRICO LISO 870LT AZUL RESINCA;;10;;
RESINCA;;17;;9018211;;01200247-970;;TANQUE CILINDRICO LISO 970LT AZUL RESINCA;;10;;
RESINCA;;18;;9018189;;9018189;;TANQUE CONICO 500LT NEGRO RESINCA;;13;;
RESINCA;;19;;9018215;;00801004;;TANQUE EURO 1100LTS AZUL RESINCA;;20;;
RESINCA;;20;;9018216;;00801006;;TANQUE EURO 1300LTS AZUL RESINCA;;10;;
RESINCA;;21;;9018176;;00801008;;TANQUE EURO 3000LTS AZUL RESINCA;;2;;
RESINCA;;22;;9018186;;00801016;;TANQUE EURO 300LTS AZUL RESINCA;;30;;
RESINCA;;23;;9018177;;00801010;;TANQUE EURO 5000LTS AZUL RESINCA;;2;;
RESINCA;;24;;9018174;;00801014;;TANQUE EURO 500LTS AZUL RESINCA;;20;;
RESINCA;;25;;9018175;;00801012;;TANQUE EURO 700LTS AZUL RESINCA;;20;;
RESINCA;;26;;9018214;;00801002;;TANQUE EURO 900LTS AZUL RESINCA;;27;;
RESINCA;;27;;9017238;;00500003;;TANQUE HORIZONTAL GRIS 1200LTS GASOIL (00500003) RESINCA;;1;;
RESINCA;;28;;9018217;;00900019;;TANQUE JUMBO AZUL 1100LT C/CONEXION RESINCA;;4;;
RESINCA;;29;;9018018;;00900006;;TANQUE JUMBO AZUL 1200LT C/CONEXION RESINCA;;1;;
RESINCA;;30;;9018218;;00900015;;TANQUE JUMBO AZUL 1400LT C/CONEXION RESINCA;;4;;
RESINCA;;31;;9018219;;00901047;;TANQUE JUMBO AZUL 1750LT C/CONEXION RESINCA;;5;;
RESINCA;;32;;9018020;;00900011;;TANQUE JUMBO AZUL 2000LT C/CONEXION RESINCA;;3;;
RESINCA;;33;;9018220;;00900027;;TANQUE JUMBO AZUL 2700LT C/CONEXION RESINCA;;4;;
RESINCA;;34;;9018185;;00900021;;TANQUE JUMBO AZUL 750LT C/CONEXION RESINCA;;6;;
RESINCA;;35;;9018205;;00902034;;TANQUE JUMBO AZUL MULTIUSO 4700LT C/CONEXION RESINCA;;1;;
RESINCA;;36;;9018021;;00901023;;TANQUE JUMBO P/GASOIL INDUSTRIAL 1200LT C/CONEXION RESINCA;;1;;
RESINCA;;37;;9018213;;01200194;;TANQUE TOBOTON MULTIUSO 110LT AZUL RESINCA;;4;;
PEGAMAS;;1;;6012017;;null;;ESTUCO STUKOMAS BLANCO 8 KG PEGAMAS;;405;;
PEGAMAS;;2;;6012023;;null;;ESTUCO STUKOMAS GRIS 12 KG PEGAMAS;;104;;
PEGAMAS;;3;;6012263;;null;;GRAFIADO AMARILLO ORO SACO 20KG PEGAMAS;;11;;
PEGAMAS;;4;;6012276;;null;;GRAFIADO AZUL CLARO SACO 20KG PEGAMAS;;4;;
PEGAMAS;;5;;6012268;;null;;GRAFIADO AZUL SACO 20KG PEGAMAS;;5;;
PEGAMAS;;6;;6012260;;null;;GRAFIADO BEIGE SACO 20KG PEGAMAS;;7;;
PEGAMAS;;7;;6012257;;null;;GRAFIADO BLANCO SACO 20KG PEGAMAS;;42;;
PEGAMAS;;8;;6012261;;null;;GRAFIADO CREMA SACO 20KG PEGAMAS;;7;;
PEGAMAS;;9;;6012273;;null;;GRAFIADO GRIS MARINO SACO 20KG PEGAMAS;;6;;
PEGAMAS;;10;;6012264;;null;;GRAFIADO GRIS OSCURO SACO 20KG PEGAMAS;;1;;
PEGAMAS;;11;;6012258;;null;;GRAFIADO GRIS SACO 20KG PEGAMAS;;42;;
PEGAMAS;;12;;6012275;;null;;GRAFIADO LILA SACO 20KG PEGAMAS;;9;;
PEGAMAS;;13;;6012259;;null;;GRAFIADO MARFIL SACO 20KG PEGAMAS;;14;;
PEGAMAS;;14;;6012279;;null;;GRAFIADO MELON SACO 20KG PEGAMAS;;17;;
PEGAMAS;;15;;6012278;;null;;GRAFIADO NARANJA SACO 20KG PEGAMAS;;11;;
PEGAMAS;;16;;6012266;;null;;GRAFIADO ROJO LADRILLO SACO 20KG PEGAMAS;;20;;
PEGAMAS;;17;;6012289;;null;;GRAFIADO ROJO SACO 20KG PEGAMAS;;6;;
PEGAMAS;;18;;6012265;;null;;GRAFIADO VERDE ACEITUNA SACO 20KG PEGAMAS;;8;;
PEGAMAS;;19;;6012274;;null;;GRAFIADO VERDE BOSQUE SACO 20KG PEGAMAS;;5;;
PEGAMAS;;20;;6012277;;null;;GRAFIADO VERDE OLIVO SACO 20KG PEGAMAS;;5;;
PEGAMAS;;21;;6012267;;null;;GRAFIADO VINOTINTO SACO 20KG PEGAMAS;;11;;
PEGAMAS;;22;;5017002;;null;;GRAVILLA N°1 SACO 15KG PEGAMAS;;135;;
PEGAMAS;;23;;5017001;;null;;GRAVILLA N°2 SACO 15KG PEGAMAS;;146;;
PEGAMAS;;24;;5017003;;G3;;GRAVILLA N°3 SACO 15KG PEGAMAS;;167;;
VERONA;;1;;6006126;;6006126;;PORCELANATO 60X120 BAYSTONE GREY (CAJA 1.44 MTS2) LINCOLN VERONA;;33;;
VERONA;;2;;6006132;;6006132;;PORCELANATO 60X120 BRILLO SATVARIO (CAJA 1.44 MTS2) VELSSA VERONA;;91;;
VERONA;;3;;6006123;;6006123;;PORCELANATO 60X120 CREMA MARFIL (CAJA 1.44 MTS2) VELSSA VERONA;;6;;
VERONA;;4;;6006144;;GRECO ARGENT MATE;;PORCELANATO 60X120 GRECO ARGENT MATE (CAJA 1.44 MTS2) BESTILE VERONA;;60;;
VERONA;;5;;6006133;;6006133;;PORCELANATO 60X120 JACOB PEARL (CAJA 1.44 MTS2) VELSSA VERONA;;56;;
VERONA;;6;;6006125;;6006125;;PORCELANATO 60X120 LUNA NEGRO (CAJA 1.44 MTS2) LINCOLN VERONA;;4;;
VERONA;;7;;6006139;;NERO MARQUINA;;PORCELANATO 60X120 NERO MARQUINA (CAJA 1.44 MTS2) VELSSA VERONA;;99;;
VERONA;;8;;6006131;;6006131;;PORCELANATO 60X120 NERO SHADOW (CAJA 1.44 MTS2) VELSSA VERONA;;42;;
VERONA;;9;;6006130;;6006130;;PORCELANATO 60X120 ONYX EXPOSED (CAJA 1.44 MTS2) VELSSA VERONA;;8;;
VERONA;;10;;6006129;;6006129;;PORCELANATO 60X120 TRAVERTINE TITANIUM (CAJA 1.44 MTS2) VELSSA VERONA;;94;;
VERONA;;11;;6006142;;TRAVERTINO BEIGE MATE;;PORCELANATO 60X120 TRAVERTINO BEIGE MATE (CAJA 1.44 MTS2) BESTILE VERONA;;59;;
VERONA;;12;;6006141;;TRAVERTINO BLANCO MATE;;PORCELANATO 60X120 TRAVERTINO BLANCO MATE (CAJA 1.44 MTS2) BESTILE VERONA;;64;;
VERONA;;13;;6006140;;TRAVERTINO GRIS MATE;;PORCELANATO 60X120 TRAVERTINO GRIS MATE (CAJA 1.44 MTS2) BESTILE VERONA;;63;;
VERONA;;14;;6006135;;2018-G;;PORCELANATO 60X60 2018-G (CAJA 1.44 MTS2) VELSSA VERONA;;1;;
VERONA;;15;;6006118;;6006118;;PORCELANATO 60X60 ALPINUS SATUARIO (CAJA 1.44 MTS2) VELSSA VERONA;;2;;
VERONA;;16;;6006121;;6006121;;PORCELANATO 60X60 CALACATTA (CAJA 1.44 MTS2) LINCOLN VERONA;;2;;
VERONA;;17;;6006117;;6006117;;PORCELANATO 60X60 CREMA ITALIA (CAJA 1.44 MTS2) VELSSA VERONA;;1;;
VERONA;;18;;6006128;;6006128;;PORCELANATO 60X60 CREMA MARFIL (CAJA 1.44 MTS2) VELSSA VERONA;;3;;
VERONA;;19;;6006119;;6006119;;PORCELANATO 60X60 MESA BEIGE (CAJA 1.44 MTS2) VELSSA VERONA;;3;;
VERONA;;20;;6006120;;6006120;;PORCELANATO 60X60 ROYAL SATUARIO (CAJA 1.44 MTS2) VELSSA VERONA;;2;;
VERONA;;21;;6006122;;6006122;;PORCELANATO 60X60 SAMRUI BLACK (CAJA 1.44 MTS2) LINCOLN VERONA;;4;;
VERONA;;22;;6006137;;SUPER BLACK;;PORCELANATO 60X60 SUPER BLACK (CAJA 1.44 MTS2) VELSSA VERONA;;232;;
VERONA;;23;;6006138;;SUPER WHITE;;PORCELANATO 60X60 SUPER WHITE (CAJA 1.44 MTS2) VELSSA VERONA;;232;;
PAVCO;;1;;2007007;;490020;;TUBO CPVC A.C 3/4"X3MTS PAVCO;;71;;
PAVCO;;2;;1002008;;015301;;TUBO P/ELEC PVC CONDUIT 1/2"X0.21MMX3MTS PAVCO;;2;;
PAVCO;;3;;1002026;;015305;;TUBO P/ELEC PVC CONDUIT 1-1/2"X3MTS. PAVCO;;1;;
PAVCO;;4;;1002027;;15307;;TUBO P/ELEC PVC CONDUIT 3"X3MTS. PAVCO;;4;;
PAVCO;;5;;1002009;;015302;;TUBO P/ELEC PVC CONDUIT 3/4"X1.52MMX3MTS PAVCO;;140;;
PAVCO;;6;;2007003;;018007;;TUBO PVC A.F 1"X6MTS PAVCO;;77;;
PAVCO;;7;;2007016;;018045;;TUBO PVC A.F 1-1/2"X6MTS PAVCO;;32;;
PAVCO;;8;;2007002;;018003;;TUBO PVC A.F 3/4"X6MTS PAVCO;;75;;
PAVCO;;9;;2002005;;007011;;TUBO PVC A.N. 50MM (2") X 1.8MMX3MTS. PAVCO;;55;;
PAVCO;;10;;2007011;;928701;;TUBO PVC A.N. ECOLOGICO 110MM (4") PAVCO;;1;;
CINDU;;1;;5004119;;CINDUCOT_T25;;ASFALTO OXIDADO CINDUCOAT 230 25KG CINDU;;9;;
CINDU;;2;;5004095;;CINDUCOAT_T;;ASFALTO OXIDADO CINDUCOAT 230 45KG CINDU;;11;;
CINDU;;3;;5003016;;NOVACAPA_MIN;;MANTO ASFALTICO 270 2.7MM CINDU;;144;;
CINDU;;4;;5003015;;NOVACAPA_MIN;;MANTO ASFALTICO 350 3.2MM CINDU;;209;;
CINDU;;5;;5003014;;UNICAPA_MIN;;MANTO ASFALTICO 450 4.2MM CINDU;;3;;
CINDU;;6;;5003025;;EKOTEJA_AO;;TEJA ASFALTICA HEXAGONAL 3MM AZUL OPACO EKOTEJA CINDU;;8;;
CINDU;;7;;5003023;;EKOTEJA-RL;;TEJA ASFALTICA HEXAGONAL 3MM ROJO LADRILLO EKOTEJA CINDU;;21;;
CINDU;;8;;5003024;;EKOTEJA-VO;;TEJA ASFALTICA HEXAGONAL 3MM VERDE OPACO EKOTEJA CINDU;;22;;
PEGA PISO;;1;;6012270;;null;;ESTUCO AMARILLO 15KG PEGA PISO;;5;;
PEGA PISO;;2;;6012269;;null;;ESTUCO BLANCO 15KG PEGA PISO;;4;;
PEGA PISO;;3;;5017005;;null;;GRANITO N°2 SACO 25KG;;7;;
PEGA PISO;;4;;5017006;;null;;GRANITO N°3 SACO 25KG;;20;;
PEGA PISO;;5;;5017007;;null;;GRANITO N°4 SACO 25KG;;11;;
PEGA PISO;;6;;5017008;;null;;GRANITO N°5 SACO 25KG;;12;;
PEGA PISO;;7;;5001413;;null;;PEGO BLANCO 13KG PEGAPISO;;1;;
PEGA PISO;;8;;5001412;;null;;PEGO GRIS 13KG PEGAPISO;;1;;
ZAFIRO;;1;;6006152;;CARRARA ICE;;PORCELANATO 60X120 CARRACA ICE (CAJA 1.44 MTS2) ZAFIRO;;68;;
ZAFIRO;;2;;6006155;;GL-CLOBBER BIANCO;;PORCELANATO 60X120 CLOBBER BIANCO (CAJA 1.44 MTS2) ZAFIRO;;66;;
ZAFIRO;;3;;6006150;;GL-PERLATO ROYAL CREMA;;PORCELANATO 60X120 PERLATO ROYAL CREMA (CAJA 1.44 MTS2) ZAFIRO;;64;;
ZAFIRO;;4;;6006153;;AG-00256;;PORCELANATO 60X120 PREMIUM BATCH P-27 (CAJA 1.44 MTS2) ZAFIRO;;67;;
ZAFIRO;;5;;6006154;;GL-SIFON BIANCO;;PORCELANATO 60X120 SIFON BIANCO (CAJA 1.44 MTS2) ZAFIRO;;52;;
ZAFIRO;;6;;6006151;;AQ-21061;;PORCELANATO 60X120 STD BATCH P-28 (CAJA 1.44 MTS2) ZAFIRO;;66;;
ZAFIRO;;7;;6006148;;GL-TRAVO BEIGE;;PORCELANATO 60X120 TRAVO BEIGE (CAJA 1.44 MTS2) ZAFIRO;;64;;
ZAFIRO;;8;;6006149;;GL-TRAVO GREY;;PORCELANATO 60X120 TRAVO GREY (CAJA 1.44 MTS2) ZAFIRO;;61;;
URAPLAST;;1;;1002003;;TUB9409;;TUBO P/ELEC PVC CONDUIT 1"X1.2X3MTS URAPLAST;;5;;
URAPLAST;;2;;1002004;;TUB9412;;TUBO P/ELEC PVC CONDUIT 1-1/2"X1.2X3MTS URAPLAST;;1;;
URAPLAST;;3;;1002002;;TUB9406;;TUBO P/ELEC PVC CONDUIT 3/4"X1.2X3MTS URAPLAST;;1;;
URAPLAST;;4;;2003006;;TUB9118;;TUBO PVC A.B 1"X6MTS (SCH80) AZUL URAPLAST;;5;;
URAPLAST;;5;;2003007;;TUB9130;;TUBO PVC A.B 1-1/2"X6MTS (SCH80) AZUL URAPLAST;;5;;
URAPLAST;;6;;2002009;;TUB9310;;TUBO PVC A.N. 250MM (10") X 4.9MMX3MTS. URAPLAST;;6;;
URAPLAST;;7;;2002001;;TUB9302;;TUBO PVC A.N. 50MM (2") X 1.8MMX3MTS. URAPLAST;;212;;
MARBELLA;;1;;6006109;;null;;CERAMICA MARBELLA APURE 1.66M² X CAJA;;8;;
MARBELLA;;2;;6006115;;null;;CERAMICA MARBELLA MOSAICO CAOBA 1.66M² X CAJA;;1;;
MARBELLA;;3;;6006114;;null;;CERAMICA MARBELLA MOSAICO OSTRA 1.66M² X CAJA;;3;;
MARBELLA;;4;;6006111;;null;;CERAMICA MARBELLA PIEDRA MOSTAZA 1.66M² X CAJA;;23;;
MARBELLA;;5;;6006157;;null;;CERAMICA MOCHIMA 33X33 1.66M² X CAJA MARBELLA;;50;;
MARBELLA;;6;;6006158;;null;;CERAMICA YURUBI 33X33 1.66M² X CAJA MARBELLA;;26;;
CLASSIC LUX;;1;;1002017;;TEMT-06;;TUBO GALV EMT P/ELECTRICIDAD 1"X3MTS (TEMT-06) CLASSIC LUX;;30;;
CLASSIC LUX;;2;;1002015;;TEMT-01;;TUBO GALV EMT P/ELECTRICIDAD 1/2"X3MTS (TEMT-01) CLASSIC LUX;;71;;
CLASSIC LUX;;3;;1002038;;TEMT-09;;TUBO GALV EMT P/ELECTRICIDAD 1-1/2"X3MTS (TEMT-09) CLASSIC LUX;;10;;
CLASSIC LUX;;4;;1002019;;TEMT-12;;TUBO GALV EMT P/ELECTRICIDAD 2"X3MTS (TEMT-12) CLASSIC LUX;;4;;
CLASSIC LUX;;5;;1002016;;TEMT-04;;TUBO GALV EMT P/ELECTRICIDAD 3/4"X3MTS (TEMT-04) CLASSIC LUX;;41;;
DECO GLASS;;1;;9018120;;DGP-MG-1000;;TANQUE HORIZONTAL MOD 1000 DECO GLASS;;1;;
DECO GLASS;;2;;9018133;;DGP-MG-0500;;TANQUE HORIZONTAL MOD 500 DECO GLASS;;3;;
DECO GLASS;;3;;9018077;;DGP-B-01500;;TANQUE LIDER 1500LT AZUL DECO GLASS;;8;;
DECO GLASS;;4;;9018074;;DGP-B-00600;;TANQUE LIDER 600LT AZUL DECO GLASS;;2;;
DECO GLASS;;5;;9018135;;DGP-C-01200;;TANQUE SUPER LIDER 1200LT DECO GLASS;;1;;
PROALVALCA;;1;;9006013;;PRO0003OM;;TUBO RED. ESTRIADO 1"X6MTS. ORO MATE PROALVALCA;;2;;
PROALVALCA;;2;;9006008;;PRO0001OM;;TUBO RED. ESTRIADO 1/2"X6MTS. ORO MATE PROALVALCA;;81;;
PROALVALCA;;3;;9006009;;PRO516OM6;;TUBO RED. LISO 1"X6MTS. ORO MATE PROALVALCA;;10;;
PROALVALCA;;4;;9006012;;PRO502N6;;TUBO RED. LISO 1/2"X6MTS. NATURAL (PRO502N6) PROALVALCA;;14;;
PROALVALCA;;5;;9006011;;PRO502OM6;;TUBO RED. LISO 1/2"X6MTS. ORO MATE (PRO502OM6) PROALVALCA;;59;;
VICSON;;1;;5018007;;93060021;;KIT ACCESORIOS P/CERCA PRO ECO GALV/PVC VERDE VICSON;;121;;
VICSON;;2;;5011019;;35602900;;MALLA ALFAJOL CAL 2.90 70MM 25X1.80MTS VICSON;;6;;
